location,current_speed,free_flow_speed,incident_count,temperature,wind_speed,weather_condition,congestion_level
Budapest,23.0,34.0,0,11.53,2.06,cloudy,Medium
Athens,25.0,31.0,0,21.96,3.58,partly cloudy,Low
Istanbul,51.0,51.0,0,17.12,1.54,clear,Low
Dubai,80.0,80.0,0,35.01,1.54,clear,Low
Doha,27.0,40.0,0,33.94,2.06,clear,Medium
Tel Aviv,24.0,24.0,0,19.89,1.54,clear,Low
Riyadh,68.0,71.0,0,31.92,5.48,cloudy,Low
Jeddah,81.0,81.0,0,25.95,8.56,clear,Low
Cairo,25.0,25.0,0,26.33,2.57,clear,Low
Johannesburg,19.0,19.0,0,10.96,0.92,clear,Low
Cape Town,15.0,22.0,0,14.97,1.34,clear,Medium
Lagos,44.0,55.0,0,28.55,5.86,cloudy,Medium
Nairobi,82.0,82.0,0,16.17,1.22,cloudy,Low
Mumbai,18.0,18.0,0,29.0,3.09,fog,Low
New Delhi,23.0,24.0,1,26.07,1.54,fog,Low
Bangalore,26.0,26.0,0,25.29,2.57,partly cloudy,Low
Hyderabad,27.0,27.0,0,30.94,3.48,cloudy,Low
Chennai,24.0,24.0,0,29.43,2.06,partly cloudy,Low
Kolkata,23.0,23.0,0,28.96,3.6,fog,Low
Singapore,49.0,49.0,0,25.85,0.51,cloudy,Low
Bangkok,27.0,27.0,0,28.97,4.19,cloudy,Low
Kuala Lumpur,82.0,82.0,0,25.33,0.69,cloudy,Low
Jakarta,30.0,30.0,1,26.84,1.04,cloudy,Low
Manila,38.0,38.0,0,26.83,2.06,cloudy,Low
Hanoi,17.0,24.0,0,25.98,4.1,cloudy,Medium
Taipei,17.0,17.0,0,27.08,2.06,cloudy,Low
Hong Kong,19.0,29.0,0,27.61,4.02,cloudy,Medium
Sydney,23.0,23.0,0,14.39,2.57,clear,Low
Melbourne,20.0,20.0,0,18.73,8.23,cloudy,Low
Auckland,12.0,12.0,0,9.37,2.68,clear,Low
Brisbane,21.0,21.0,0,15.77,3.6,clear,Low
Perth,18.0,18.0,0,12.9,0.0,cloudy,Low
Adelaide,22.0,22.0,0,14.9,2.57,cloudy,Low
Wellington,13.0,18.0,0,8.95,4.12,cloudy,Medium
Canberra,40.0,40.0,0,10.83,1.12,cloudy,Low
Christchurch,31.0,31.0,0,11.65,3.69,cloudy,Low
Gold Coast,50.0,50.0,0,17.73,2.57,rain,Low
Hobart,19.0,19.0,0,19.03,8.23,cloudy,Low
Darwin,27.0,27.0,0,26.06,2.06,partly cloudy,Low
Cairns,27.0,27.0,0,24.01,6.17,partly cloudy,Low
Townsville,26.0,26.0,0,19.86,0.51,partly cloudy,Low
Geelong,26.0,26.0,0,18.37,7.2,partly cloudy,Low
Sunshine Coast,51.0,51.0,0,17.75,1.79,partly cloudy,Low
Central Coast,53.0,53.0,0,13.47,1.75,clear,Low
Newcastle,9.0,9.0,0,14.56,2.68,clear,Low
Wollongong,22.0,22.0,0,13.47,2.7,clear,Low
Mackay,43.0,43.0,0,16.94,5.76,cloudy,Low
Coffs Harbour,24.0,24.0,0,15.94,1.54,cloudy,Low
Ballarat,38.0,38.0,0,13.06,1.79,cloudy,Low
Bendigo,39.0,39.0,0,16.95,2.92,cloudy,Low
Launceston,21.0,21.0,0,16.03,9.26,cloudy,Low
Mildura,50.0,50.0,0,16.44,5.05,partly cloudy,Low
Shepparton,46.0,46.0,0,16.45,3.64,cloudy,Low
Wagga Wagga,68.0,68.0,0,11.63,1.56,rain,Low
Albury,28.0,28.0,0,12.78,1.46,cloudy,Low
Lismore,46.0,46.0,0,16.99,0.89,cloudy,Low
Port Macquarie,28.0,28.0,0,13.38,0.89,clear,Low
Tamworth,42.0,42.0,0,13.08,3.6,cloudy,Low
Dubbo,62.0,62.0,0,12.12,4.12,cloudy,Low
Orange,38.0,38.0,0,11.09,0.17,partly cloudy,Low
Bathurst,33.0,33.0,0,8.8,1.09,clear,Low
Goulburn,84.0,84.0,0,7.28,2.31,cloudy,Low
Queanbeyan,52.0,52.0,0,9.05,1.05,cloudy,Low
New York,28.0,28.0,0,15.87,3.58,mist,Low
Los Angeles,21.0,28.0,0,16.77,5.66,cloudy,Medium
Chicago,13.0,18.0,0,13.85,1.79,cloudy,Medium
Houston,11.0,17.0,0,24.22,9.26,cloudy,Medium
Phoenix,18.0,18.0,0,19.13,8.23,cloudy,Low
Philadelphia,7.0,13.0,0,20.1,5.14,rain,Medium
San Antonio,16.0,22.0,0,23.99,5.66,cloudy,Medium
San Diego,9.0,14.0,0,16.6,5.66,cloudy,Medium
Dallas,81.0,97.0,0,16.85,4.12,211,Low
San Jose,19.0,25.0,0,26.35,6.69,partly cloudy,Medium
Austin,15.0,15.0,0,19.93,4.12,rain,Low
Jacksonville,36.0,58.0,0,29.94,6.17,cloudy,Medium
Fort Worth,12.0,12.0,0,16.51,6.17,storm,Low
Columbus,33.0,33.0,0,17.58,4.12,cloudy,Low
Charlotte,14.0,14.0,0,23.25,6.69,cloudy,Low
San Francisco,9.0,12.0,0,25.11,7.72,partly cloudy,Medium
Indianapolis,19.0,19.0,0,15.38,6.17,cloudy,Low
Seattle,10.0,14.0,0,18.15,2.68,partly cloudy,Medium
Denver,39.0,39.0,0,18.46,6.26,cloudy,Low
Washington,15.0,22.0,0,21.65,5.66,cloudy,Medium
Boston,14.0,21.0,0,10.14,5.14,mist,Medium
El Paso,41.0,41.0,0,23.56,2.24,cloudy,Low
Nashville,9.0,9.0,0,13.95,2.57,cloudy,Low
Detroit,17.0,17.0,0,18.27,1.54,cloudy,Low
Oklahoma City,26.0,26.0,0,21.32,5.66,cloudy,Low
Portland,83.0,83.0,0,20.57,2.68,clear,Low
Las Vegas,23.0,23.0,0,18.82,2.06,partly cloudy,Low
Memphis,20.0,20.0,0,21.72,4.12,partly cloudy,Low
Louisville,14.0,18.0,0,12.28,3.09,rain,Medium
Baltimore,8.0,16.0,0,21.98,6.69,cloudy,High
Milwaukee,23.0,23.0,0,13.46,2.68,cloudy,Low
Albuquerque,12.0,16.0,0,17.99,6.32,cloudy,Medium
Tucson,27.0,40.0,0,20.0,4.02,cloudy,Medium
Fresno,21.0,31.0,0,24.5,1.31,clear,Medium
Sacramento,21.0,32.0,0,26.28,11.32,clear,Medium
Kansas City,20.0,20.0,0,23.27,3.09,clear,Low
Atlanta,15.0,27.0,0,19.83,4.63,cloudy,Medium
Miami,7.0,7.0,0,27.16,6.17,cloudy,Low
Orlando,14.0,14.0,0,31.04,3.6,rain,Low
Tampa,12.0,19.0,0,30.94,3.6,partly cloudy,Medium
Minneapolis,10.0,14.0,0,24.16,5.14,clear,Medium
St. Louis,32.0,46.0,0,15.47,1.91,cloudy,Medium
Cleveland,20.0,20.0,0,15.31,4.12,211,Low
Cincinnati,33.0,33.0,0,14.69,3.6,partly cloudy,Low
Pittsburgh,8.0,16.0,0,22.45,5.66,partly cloudy,High
Paris,16.0,16.0,0,12.1,6.17,clear,Low
London,13.0,13.0,0,10.21,4.12,clear,Low
Berlin,21.0,21.0,0,8.14,2.68,clear,Low
Amsterdam,31.0,31.0,0,9.78,6.17,clear,Low
Madrid,11.0,11.0,0,13.14,1.54,partly cloudy,Low
Rome,29.0,29.0,0,17.64,5.14,partly cloudy,Low
Barcelona,29.0,29.0,0,14.45,2.57,partly cloudy,Low
Lisbon,24.0,24.0,0,16.37,4.12,partly cloudy,Low
Warsaw,14.0,14.0,0,7.58,2.57,clear,Low
Vienna,39.0,39.0,0,8.0,5.14,301,Low
Prague,42.0,42.0,0,9.64,3.6,clear,Low
Brussels,16.0,16.0,0,10.65,1.54,clear,Low
Dublin,13.0,27.0,0,8.25,3.09,clear,High
Oslo,0.0,0.0,1,10.89,3.66,clear,High
Stockholm,26.0,26.0,0,8.8,2.57,clear,Low
Copenhagen,35.0,35.0,0,8.26,3.09,partly cloudy,Low
Helsinki,22.0,22.0,0,5.54,6.71,clear,Low
Bucharest,21.0,21.0,0,18.46,3.09,502,Low
Budapest,35.0,35.0,0,11.53,1.79,cloudy,Low
Athens,31.0,31.0,0,21.73,2.57,partly cloudy,Low
Istanbul,51.0,51.0,0,17.12,1.03,clear,Low
Dubai,80.0,80.0,0,34.01,2.06,clear,Low
Doha,27.0,40.0,0,32.94,5.66,clear,Medium
Tel Aviv,24.0,24.0,0,19.82,2.57,clear,Low
Riyadh,71.0,71.0,0,31.92,5.19,cloudy,Low
Jeddah,81.0,81.0,0,25.95,8.56,clear,Low
Cairo,25.0,25.0,0,24.33,4.63,clear,Low
Johannesburg,8.0,18.0,0,11.31,0.73,clear,High
Cape Town,22.0,22.0,0,15.18,2.57,clear,Low
Lagos,54.0,54.0,0,29.12,2.57,partly cloudy,Low
Nairobi,82.0,82.0,0,18.02,2.06,cloudy,Low
Mumbai,18.0,18.0,0,29.0,3.09,fog,Low
New Delhi,24.0,24.0,1,25.07,2.06,fog,Low
Bangalore,26.0,26.0,0,24.59,3.6,partly cloudy,Low
Hyderabad,27.0,27.0,0,22.73,5.14,fog,Low
Chennai,24.0,24.0,0,29.34,2.57,partly cloudy,Low
Kolkata,23.0,23.0,0,28.96,4.12,fog,Low
Singapore,49.0,49.0,0,25.85,0.51,cloudy,Low
Bangkok,27.0,27.0,0,28.97,3.37,cloudy,Low
Kuala Lumpur,82.0,82.0,0,25.6,0.0,partly cloudy,Low
Jakarta,30.0,30.0,1,26.53,1.58,cloudy,Low
Manila,38.0,38.0,0,26.46,2.06,cloudy,Low
Hanoi,25.0,25.0,0,25.98,3.4,partly cloudy,Low
Taipei,17.0,17.0,0,27.43,2.57,cloudy,Low
Hong Kong,20.0,28.0,0,27.63,3.58,cloudy,Medium
Sydney,15.0,23.0,0,14.19,2.57,clear,Medium
Melbourne,20.0,20.0,0,18.43,7.72,cloudy,Low
Auckland,12.0,12.0,0,9.91,2.06,clear,Low
Brisbane,21.0,21.0,0,16.38,2.57,rain,Low
Perth,18.0,18.0,0,12.91,0.0,cloudy,Low
Adelaide,17.0,22.0,0,15.26,1.79,partly cloudy,Medium
Wellington,12.0,18.0,0,8.81,6.69,cloudy,Medium
Canberra,40.0,40.0,0,10.07,1.16,cloudy,Low
Christchurch,21.0,30.0,0,11.62,3.24,cloudy,Medium
Gold Coast,50.0,50.0,0,17.73,3.09,cloudy,Low
Hobart,19.0,19.0,0,19.0,11.32,cloudy,Low
Darwin,27.0,27.0,0,25.06,1.54,cloudy,Low
Cairns,27.0,27.0,0,23.01,7.72,cloudy,Low
Townsville,26.0,26.0,0,18.86,2.57,partly cloudy,Low
Geelong,26.0,26.0,0,18.09,6.17,cloudy,Low
Sunshine Coast,51.0,51.0,0,17.75,1.34,partly cloudy,Low
Central Coast,53.0,53.0,0,12.92,1.34,clear,Low
Newcastle,9.0,9.0,0,14.01,2.7,clear,Low
Wollongong,22.0,22.0,0,12.36,2.33,clear,Low
Mackay,43.0,43.0,0,17.49,5.85,partly cloudy,Low
Coffs Harbour,24.0,24.0,0,15.94,2.06,cloudy,Low
Ballarat,38.0,38.0,0,13.06,2.68,cloudy,Low
Bendigo,39.0,39.0,0,16.78,2.23,cloudy,Low
Launceston,21.0,21.0,0,16.03,8.75,cloudy,Low
Mildura,50.0,50.0,0,16.43,5.0,cloudy,Low
Shepparton,46.0,46.0,0,16.2,3.9,cloudy,Low
Wagga Wagga,68.0,68.0,0,11.37,1.3,rain,Low
Albury,28.0,28.0,0,11.67,0.45,cloudy,Low
Lismore,46.0,46.0,0,16.99,0.45,cloudy,Low
Port Macquarie,28.0,28.0,0,13.38,0.45,partly cloudy,Low
Tamworth,42.0,42.0,0,12.08,0.0,partly cloudy,Low
Dubbo,62.0,62.0,0,12.12,4.12,partly cloudy,Low
Orange,31.0,37.0,0,11.09,0.89,clear,Low
Bathurst,33.0,33.0,0,8.8,1.22,clear,Low
Goulburn,84.0,84.0,0,8.51,3.13,partly cloudy,Low
Queanbeyan,52.0,52.0,0,9.19,1.12,cloudy,Low
New York,16.0,28.0,0,15.87,3.09,mist,Medium
Los Angeles,19.0,28.0,0,16.87,3.09,cloudy,Medium
Chicago,14.0,18.0,0,14.08,2.68,cloudy,Medium
Houston,13.0,17.0,0,24.21,9.26,cloudy,Medium
Phoenix,11.0,17.0,0,19.64,4.12,cloudy,Medium
Philadelphia,10.0,13.0,0,20.22,5.14,rain,Medium
San Antonio,22.0,22.0,0,24.55,5.66,cloudy,Low
San Diego,15.0,15.0,0,16.57,5.66,cloudy,Low
Dallas,74.0,98.0,0,16.49,4.12,mist,Medium
San Jose,16.0,25.0,0,26.62,6.69,partly cloudy,Medium
Austin,15.0,15.0,0,19.93,2.57,rain,Low
Jacksonville,39.0,59.0,0,30.05,6.69,partly cloudy,Medium
Fort Worth,12.0,12.0,0,16.51,5.14,rain,Low
Columbus,21.0,32.0,0,17.45,5.66,cloudy,Medium
Charlotte,11.0,14.0,0,23.39,5.11,partly cloudy,Medium
San Francisco,13.0,13.0,0,25.11,7.72,partly cloudy,Low
Indianapolis,19.0,19.0,0,15.25,3.6,cloudy,Low
Seattle,12.0,14.0,0,18.54,3.6,clear,Low
Denver,33.0,38.0,0,18.13,6.26,cloudy,Low
Washington,23.0,23.0,0,21.81,6.69,cloudy,Low
Boston,10.0,21.0,0,10.11,5.14,mist,High
El Paso,41.0,41.0,0,23.71,7.15,cloudy,Low
Nashville,9.0,9.0,0,13.34,2.93,cloudy,Low
Detroit,13.0,17.0,0,18.83,3.6,cloudy,Medium
Oklahoma City,21.0,26.0,0,21.53,2.24,cloudy,Low
Portland,83.0,83.0,0,20.94,3.6,clear,Low
Las Vegas,23.0,23.0,0,19.74,3.6,cloudy,Low
Memphis,16.0,20.0,0,21.4,2.06,partly cloudy,Medium
Louisville,18.0,18.0,0,12.44,4.12,rain,Low
Baltimore,12.0,16.0,0,22.04,6.69,cloudy,Medium
Milwaukee,23.0,23.0,0,13.31,4.63,cloudy,Low
Albuquerque,7.0,17.0,0,18.46,9.77,cloudy,High
Tucson,18.0,41.0,0,19.94,6.17,cloudy,High
Fresno,21.0,31.0,0,24.37,1.54,cloudy,Medium
Sacramento,19.0,31.0,0,26.51,11.32,clear,Medium
Kansas City,20.0,20.0,0,23.55,3.6,cloudy,Low
Atlanta,18.0,26.0,0,20.17,5.14,cloudy,Medium
Miami,7.0,7.0,0,27.01,0.45,clear,Low
Orlando,14.0,14.0,0,31.32,2.06,rain,Low
Tampa,12.0,19.0,0,30.95,4.63,partly cloudy,Medium
Minneapolis,14.0,14.0,0,24.26,6.17,clear,Low
St. Louis,29.0,45.0,0,15.44,1.91,cloudy,Medium
Cleveland,16.0,20.0,0,15.32,4.63,cloudy,Medium
Cincinnati,33.0,33.0,0,14.56,3.6,cloudy,Low
Pittsburgh,13.0,16.0,0,22.14,5.66,partly cloudy,Low
Paris,16.0,16.0,0,12.15,6.17,clear,Low
London,13.0,13.0,0,10.32,4.12,clear,Low
Berlin,13.0,21.0,0,8.64,2.68,clear,Medium
Amsterdam,31.0,31.0,0,9.48,6.17,clear,Low
Madrid,11.0,11.0,0,13.08,1.54,partly cloudy,Low
Rome,29.0,29.0,0,17.64,5.14,partly cloudy,Low
Barcelona,29.0,29.0,0,14.19,2.57,partly cloudy,Low
Lisbon,24.0,24.0,0,16.49,4.12,partly cloudy,Low
Warsaw,14.0,14.0,0,7.42,2.57,clear,Low
Vienna,39.0,39.0,0,8.03,5.14,301,Low
Prague,42.0,42.0,0,9.62,3.58,clear,Low
Brussels,16.0,16.0,0,10.42,1.54,clear,Low
Dublin,20.0,27.0,0,8.13,3.09,clear,Medium
Oslo,0.0,0.0,1,10.89,3.66,clear,High
Stockholm,26.0,26.0,0,8.55,3.09,clear,Low
Copenhagen,35.0,35.0,0,9.24,3.6,partly cloudy,Low
Helsinki,22.0,22.0,0,5.38,8.49,partly cloudy,Low
Bucharest,21.0,21.0,0,18.04,5.66,502,Low
Budapest,35.0,35.0,0,11.54,2.57,cloudy,Low
Athens,31.0,31.0,0,21.53,4.02,partly cloudy,Low
Istanbul,51.0,51.0,0,17.12,1.03,clear,Low
Dubai,80.0,80.0,0,34.01,2.06,clear,Low
Doha,26.0,40.0,0,32.97,5.66,clear,Medium
Tel Aviv,24.0,24.0,0,18.93,1.54,clear,Low
Riyadh,68.0,71.0,0,31.92,5.19,cloudy,Low
Jeddah,81.0,81.0,0,25.95,8.56,clear,Low
Cairo,25.0,25.0,0,24.33,4.63,clear,Low
Johannesburg,19.0,19.0,0,11.31,0.73,clear,Low
Cape Town,22.0,22.0,0,14.87,2.57,clear,Low
Lagos,54.0,54.0,0,29.12,2.57,partly cloudy,Low
Nairobi,82.0,82.0,0,18.02,2.06,cloudy,Low
Mumbai,18.0,18.0,0,29.0,3.09,fog,Low
New Delhi,24.0,24.0,1,25.07,2.06,fog,Low
Bangalore,26.0,26.0,0,24.51,3.6,partly cloudy,Low
Hyderabad,27.0,27.0,0,22.73,5.14,fog,Low
Chennai,24.0,24.0,0,29.2,2.57,partly cloudy,Low
Kolkata,23.0,23.0,0,28.96,4.12,fog,Low
Singapore,49.0,49.0,0,25.85,0.51,cloudy,Low
Bangkok,27.0,27.0,0,28.95,3.37,cloudy,Low
Kuala Lumpur,82.0,82.0,0,25.5,0.0,partly cloudy,Low
Jakarta,29.0,30.0,1,26.84,1.58,cloudy,Low
Manila,38.0,38.0,0,27.43,1.54,cloudy,Low
Hanoi,19.0,24.0,0,25.98,3.4,partly cloudy,Medium
Taipei,17.0,17.0,0,27.43,2.57,cloudy,Low
Hong Kong,23.0,29.0,0,27.63,3.58,cloudy,Medium
Sydney,23.0,23.0,0,14.19,2.57,clear,Low
Melbourne,20.0,20.0,0,18.43,7.72,cloudy,Low
Auckland,12.0,12.0,0,10.5,1.54,clear,Low
Brisbane,21.0,21.0,0,16.13,2.57,partly cloudy,Low
Perth,18.0,18.0,0,12.1,1.54,clear,Low
Adelaide,22.0,22.0,0,15.36,1.79,partly cloudy,Low
Wellington,12.0,19.0,0,9.86,4.63,cloudy,Medium
Canberra,40.0,40.0,0,9.65,1.16,cloudy,Low
Christchurch,21.0,30.0,0,12.17,3.24,cloudy,Medium
Gold Coast,50.0,50.0,0,17.64,2.06,rain,Low
Hobart,19.0,19.0,0,19.0,11.32,cloudy,Low
Darwin,27.0,27.0,0,25.06,1.54,cloudy,Low
Cairns,27.0,27.0,0,23.01,6.17,cloudy,Low
Townsville,26.0,26.0,0,19.86,0.51,partly cloudy,Low
Geelong,26.0,26.0,0,17.65,4.63,cloudy,Low
Sunshine Coast,51.0,51.0,0,17.75,2.24,partly cloudy,Low
Central Coast,53.0,53.0,0,14.41,1.78,clear,Low
Newcastle,9.0,9.0,0,14.01,2.7,clear,Low
Wollongong,22.0,22.0,0,13.48,2.33,clear,Low
Mackay,43.0,43.0,0,17.49,5.85,partly cloudy,Low
Coffs Harbour,24.0,24.0,0,14.94,2.06,cloudy,Low
Ballarat,38.0,38.0,0,13.06,2.24,cloudy,Low
Bendigo,39.0,39.0,0,16.8,2.23,cloudy,Low
Launceston,16.0,21.0,0,16.03,8.75,cloudy,Medium
Mildura,50.0,50.0,0,16.42,5.0,cloudy,Low
Shepparton,46.0,46.0,0,16.54,3.9,cloudy,Low
Wagga Wagga,68.0,68.0,0,11.24,1.3,rain,Low
Albury,28.0,28.0,0,11.67,0.45,cloudy,Low
Lismore,46.0,46.0,0,17.55,0.97,cloudy,Low
Port Macquarie,28.0,28.0,0,13.38,0.89,partly cloudy,Low
Tamworth,42.0,42.0,0,12.08,2.57,cloudy,Low
Dubbo,62.0,62.0,0,11.12,3.09,partly cloudy,Low
Orange,38.0,38.0,0,11.09,0.89,clear,Low
Bathurst,33.0,33.0,0,8.78,1.22,clear,Low
Goulburn,84.0,84.0,0,9.06,1.34,partly cloudy,Low
Queanbeyan,52.0,52.0,0,9.15,1.12,cloudy,Low
New York,28.0,28.0,0,15.42,4.47,mist,Low
Los Angeles,20.0,28.0,0,14.26,1.54,mist,Medium
Chicago,10.0,17.0,0,14.83,0.45,cloudy,Medium
Houston,11.0,17.0,0,25.02,10.29,cloudy,Medium
Phoenix,13.0,18.0,0,16.14,0.45,cloudy,Medium
Philadelphia,7.0,13.0,0,19.19,2.57,cloudy,Medium
San Antonio,10.0,21.0,0,23.7,5.14,mist,High
San Diego,15.0,15.0,0,13.02,1.54,cloudy,Low
Dallas,99.0,99.0,0,15.72,6.17,cloudy,Low
San Jose,20.0,26.0,0,11.51,3.6,fog,Medium
Austin,15.0,15.0,0,20.28,3.58,mist,Low
Jacksonville,59.0,59.0,0,25.55,1.54,clear,Low
Fort Worth,12.0,12.0,0,15.76,6.69,201,Low
Columbus,24.0,32.0,0,11.36,7.2,rain,Medium
Charlotte,14.0,14.0,0,18.34,0.89,cloudy,Low
San Francisco,13.0,13.0,0,12.34,3.09,clear,Low
Indianapolis,19.0,19.0,0,11.87,1.54,cloudy,Low
Seattle,14.0,14.0,0,8.98,0.89,clear,Low
Denver,39.0,39.0,0,9.33,1.34,cloudy,Low
Washington,9.0,21.0,0,18.49,3.09,cloudy,High
Boston,11.0,20.0,0,12.81,4.63,mist,Medium
El Paso,41.0,41.0,0,12.78,4.63,partly cloudy,Low
Nashville,9.0,9.0,0,13.63,0.0,partly cloudy,Low
Detroit,17.0,17.0,0,13.12,3.6,mist,Low
Oklahoma City,19.0,25.0,0,13.68,2.57,rain,Medium
Portland,83.0,83.0,0,9.71,0.89,partly cloudy,Low
Las Vegas,23.0,23.0,0,14.3,2.06,741,Low
Memphis,20.0,20.0,0,16.79,2.57,partly cloudy,Low
Louisville,18.0,18.0,0,13.61,3.09,cloudy,Low
Baltimore,16.0,16.0,0,21.43,4.12,cloudy,Low
Milwaukee,23.0,23.0,0,16.36,3.6,clear,Low
Albuquerque,17.0,17.0,0,7.91,2.06,cloudy,Low
Tucson,20.0,41.0,0,12.32,2.06,cloudy,High
Fresno,31.0,31.0,0,15.39,4.63,partly cloudy,Low
Sacramento,32.0,32.0,0,14.7,6.17,clear,Low
Kansas City,16.0,20.0,0,14.88,1.54,clear,Medium
Atlanta,16.0,26.0,0,18.08,0.45,clear,Medium
Miami,7.0,7.0,0,28.37,4.63,cloudy,Low
Orlando,14.0,14.0,0,25.25,2.06,partly cloudy,Low
Tampa,14.0,19.0,0,26.99,2.06,clear,Medium
Minneapolis,14.0,14.0,0,18.44,3.09,clear,Low
St. Louis,39.0,45.0,0,13.47,0.45,clear,Low
Cleveland,20.0,20.0,0,13.68,4.63,cloudy,Low
Cincinnati,33.0,33.0,0,11.97,3.09,cloudy,Low
Pittsburgh,11.0,15.0,0,13.59,4.12,cloudy,Medium
Paris,5.0,16.0,0,15.51,7.72,clear,High
London,13.0,13.0,0,14.85,1.79,partly cloudy,Low
Berlin,12.0,21.0,0,16.23,5.14,clear,Medium
Amsterdam,31.0,31.0,0,13.09,6.17,cloudy,Low
Madrid,11.0,11.0,0,15.49,3.09,partly cloudy,Low
Rome,19.0,29.0,0,21.75,5.14,cloudy,Medium
Barcelona,19.0,29.0,0,16.44,5.66,partly cloudy,Medium
Lisbon,24.0,24.0,0,19.47,4.63,partly cloudy,Low
Warsaw,10.0,14.0,0,14.86,4.63,clear,Medium
Vienna,39.0,39.0,0,14.24,5.66,partly cloudy,Low
Prague,25.0,42.0,0,13.03,3.6,cloudy,Medium
Brussels,12.0,16.0,0,16.2,6.1,partly cloudy,Medium
Dublin,13.0,27.0,0,15.61,3.6,cloudy,High
Oslo,0.0,0.0,1,16.02,2.68,clear,High
Stockholm,26.0,26.0,0,10.06,4.63,clear,Low
Copenhagen,8.0,34.0,0,14.44,8.23,clear,High
Helsinki,16.0,23.0,0,5.34,10.73,rain,Medium
Bucharest,21.0,21.0,0,21.94,2.68,partly cloudy,Low
Budapest,10.0,36.0,0,13.44,3.09,cloudy,High
Athens,12.0,32.0,0,26.95,4.12,partly cloudy,High
Istanbul,40.0,52.0,0,20.94,3.09,clear,Medium
Dubai,80.0,80.0,0,36.01,8.75,clear,Low
Doha,22.0,40.0,0,35.54,12.86,clear,Medium
Tel Aviv,16.0,25.0,0,25.11,5.14,clear,Medium
Riyadh,67.0,72.0,0,33.92,5.37,partly cloudy,Low
Jeddah,81.0,81.0,0,30.95,7.79,clear,Low
Cairo,25.0,25.0,0,31.33,3.09,clear,Low
Johannesburg,9.0,18.0,0,22.75,1.45,clear,High
Cape Town,14.0,22.0,0,21.2,5.14,clear,Medium
Lagos,54.0,54.0,0,33.12,2.57,cloudy,Low
Nairobi,82.0,82.0,0,22.02,6.17,rain,Low
Mumbai,10.0,17.0,0,30.0,4.63,fog,Medium
New Delhi,21.0,24.0,1,31.07,2.57,fog,Low
Bangalore,17.0,26.0,0,30.2,3.09,partly cloudy,Medium
Hyderabad,17.0,28.0,0,32.23,3.09,partly cloudy,Medium
Chennai,15.0,24.0,0,30.81,4.63,partly cloudy,Medium
Kolkata,23.0,23.0,0,26.96,2.06,fog,Low
Singapore,49.0,49.0,0,29.53,3.6,cloudy,Low
Bangkok,27.0,27.0,0,33.34,6.54,cloudy,Low
Kuala Lumpur,82.0,82.0,0,29.84,0.0,partly cloudy,Low
Jakarta,24.0,29.0,1,27.29,1.56,cloudy,Low
Manila,29.0,38.0,0,27.16,3.09,211,Medium
Hanoi,20.0,24.0,0,28.98,4.57,cloudy,Low
Taipei,17.0,17.0,0,25.2,5.14,cloudy,Low
Hong Kong,17.0,29.0,0,27.77,2.68,rain,Medium
Sydney,23.0,23.0,0,18.34,2.57,partly cloudy,Low
Melbourne,20.0,20.0,0,18.59,5.14,clear,Low
Auckland,12.0,12.0,0,12.33,0.0,cloudy,Low
Brisbane,21.0,21.0,0,17.14,2.57,partly cloudy,Low
Perth,18.0,18.0,0,16.24,3.09,clear,Low
Adelaide,22.0,22.0,0,18.22,7.2,rain,Low
Wellington,19.0,19.0,0,15.81,14.4,partly cloudy,Low
Canberra,40.0,40.0,0,11.39,2.24,clear,Low
Christchurch,31.0,31.0,0,7.1,1.03,741,Low
Gold Coast,50.0,50.0,0,17.25,2.57,partly cloudy,Low
Hobart,15.0,18.0,0,16.78,6.17,cloudy,Low
Darwin,18.0,27.0,0,28.06,1.03,cloudy,Medium
Cairns,27.0,27.0,0,24.01,5.66,partly cloudy,Low
Townsville,26.0,26.0,0,22.86,2.57,cloudy,Low
Geelong,26.0,26.0,0,17.33,6.17,cloudy,Low
Sunshine Coast,51.0,51.0,0,18.3,2.32,clear,Low
Central Coast,53.0,53.0,0,16.25,2.68,clear,Low
Newcastle,9.0,9.0,0,17.33,0.89,clear,Low
Wollongong,22.0,22.0,0,13.47,3.12,cloudy,Low
Mackay,43.0,43.0,0,21.38,7.15,partly cloudy,Low
Coffs Harbour,24.0,24.0,0,15.94,2.57,clear,Low
Ballarat,38.0,38.0,0,13.61,1.34,partly cloudy,Low
Bendigo,39.0,39.0,0,16.05,1.98,clear,Low
Launceston,21.0,21.0,0,15.03,9.77,cloudy,Low
Mildura,50.0,50.0,0,15.05,3.23,cloudy,Low
Shepparton,46.0,46.0,0,16.26,3.47,clear,Low
Wagga Wagga,68.0,68.0,0,11.34,2.05,clear,Low
Albury,28.0,28.0,0,13.31,1.61,clear,Low
Lismore,46.0,46.0,0,16.99,1.1,clear,Low
Port Macquarie,28.0,28.0,0,15.64,1.34,clear,Low
Tamworth,42.0,42.0,0,11.08,2.57,cloudy,Low
Dubbo,62.0,62.0,0,12.12,2.57,cloudy,Low
Orange,38.0,38.0,0,11.09,1.43,cloudy,Low
Bathurst,33.0,33.0,0,9.93,0.36,clear,Low
Goulburn,84.0,84.0,0,12.4,1.34,partly cloudy,Low
Queanbeyan,52.0,52.0,0,11.52,2.06,clear,Low
